titel,pdf,urn,sou-nr,full_titel
1963:3,https://weburn.kb.se/sou/225/urn-nbn-se-kb-digark-2244014.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615890,1963:3,"Utrikesförvaltningens organisation och personalbehov betänkande",
1963:4,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2257148.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615907,1963:4,"Administrativ organisation inom utrikesförvaltningen slutbetänkande",
1963:5,https://weburn.kb.se/sou/247/urn-nbn-se-kb-digark-2463451.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615912,1963:5,"Försvarskostnaderna budgetåren 1963/67 betänkande",
1963:6,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2259566.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615914,1963:6,"Indelnings- och samarbetsfrågor i Göteborgs- och Malmöområdena betänkande",
1963:7,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2237718.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-631179,1963:7,"Utlännings tillträde till offentlig tjänst betänkande",
1963:8,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2255453.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615916,1963:8,"Preliminär nationalbudget för år 1963.",
1963:9,https://weburn.kb.se/sou/256/urn-nbn-se-kb-digark-2558480.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-603896,1963:9,"1955 års universitetsutredning. 7",
1963:10,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2274739.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-603900,1963:10,"1955 års universitetsutredning. 7,Bihang",
1963:11,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2232969.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616612,1963:11,"Uppehållstillstånd m. m. för utländska studerande Utlänningsutredningens betänkande 1",
1963:12,https://weburn.kb.se/sou/236/urn-nbn-se-kb-digark-2352031.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615919,1963:12,"Översättning av Fördrag angående upprättandet av Europeiska ekonomiska gemenskapen och tillhörande dokument.",
1963:13,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2270556.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615924,1963:13,"Utbildning av lärare för jordbruk och skogsbruk samt fortbildning av lärare i yrkesämnen betänkande",
1963:14,https://weburn.kb.se/sou/227/urn-nbn-se-kb-digark-2263747.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615966,1963:14,"Undersökning av taxeringsutfallet beträffande jordbruksfastighet på landsbygden vid 1957 års allmänna fastighetstaxering.",
1963:15,https://weburn.kb.se/sou/254/urn-nbn-se-kb-digark-2534573.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-562731,1963:15,"1960 års gymnasieutredning. 1",
1963:16,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2251854.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-631192,1963:16,"Författningsutredningen. 6,D. 1",
1963:17,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2253828.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-631193,1963:17,"Författningsutredningen. 6,D. 2",
1963:18,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2329867.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-631194,1963:18,"Författningsutredningen. 6,D. 3",
1963:19,https://weburn.kb.se/sou/190/urn-nbn-se-kb-digark-1896952.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-631195,1963:19,"Författningsutredningen. 6,D. 4",
1963:20,https://weburn.kb.se/sou/267/urn-nbn-se-kb-digark-2660814.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615972,1963:20,"Bärgarlönens fördelning, sjöförklaring m. m. betänkande",
1963:21,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2255740.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615974,1963:21,"Sjukhus och öppen vård betänkande",
1963:22,https://weburn.kb.se/sou/251/urn-nbn-se-kb-digark-2506043.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-562732,1963:22,"1960 års gymnasieutredning. 2",
1963:23,https://weburn.kb.se/sou/254/urn-nbn-se-kb-digark-2533180.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615981,1963:23,"Förslag till lag om vissa gemensamhetsanläggningar m. m. betänkande",
1963:24,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2255454.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-632573,1963:24,"Mentalsjukhusens personalorganisation D. 1,betänkande.",
1963:25,https://weburn.kb.se/sou/192/urn-nbn-se-kb-digark-1918644.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615986,1963:25,"Papper och annan skrivmateriel betänkande",
1963:26,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2254147.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626348,1963:26,"Religionens betydelse som samhällsfaktor möjligheter och metoder för en sociologisk undersökning",
1963:27,https://weburn.kb.se/sou/232/urn-nbn-se-kb-digark-2313753.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615990,1963:27,"Trafikmål betänkande",
1963:28,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2270560.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-217869,1963:28,"Utsökningsrätt 2,förslag.",
1963:29,https://weburn.kb.se/sou/232/urn-nbn-se-kb-digark-2310795.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-628833,1963:29,"Kommunala renhållningsavgifter.",
1963:30,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2349268.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-615999,1963:30,"Den statliga konsulentverksamheten på socialvårdens område betänkande",
1963:31,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2329694.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616004,1963:31,"Försvar och fiskerinäring betänkande",
1963:32,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2346022.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616020,1963:32,"Listerlandets ålfisken förteckning över de med fast redskap bedrivna fiskena vid kusten av Mjällby och Ysane socknar",
1963:33,https://weburn.kb.se/sou/246/urn-nbn-se-kb-digark-2452948.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-197769,1963:33,"Skadestånd 1,betänkande.",
1963:34,https://weburn.kb.se/sou/230/urn-nbn-se-kb-digark-2297428.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616027,1963:34,"U-länder och utbildning riktlinjer för svenskt tekniskt bistånd på utbildningens område : rapport",
1963:35,https://weburn.kb.se/sou/232/urn-nbn-se-kb-digark-2311206.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1284639,1963:35,"1960 års lärarutbildningssakkunniga. 1",
1963:36,https://weburn.kb.se/sou/225/urn-nbn-se-kb-digark-2249845.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616033,1963:36,"Malmen i Norrbotten betänkande",
1963:37,https://weburn.kb.se/sou/227/urn-nbn-se-kb-digark-2262186.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616298,1963:37,"Kommersiellt och handelspolitiskt utvecklingsbistånd rapport",
1963:38,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2223633.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616310,1963:38,"Arbetsföreläggande promemoria",
1963:39,https://weburn.kb.se/sou/236/urn-nbn-se-kb-digark-2352032.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626350,1963:39,"Kyrkor och samfund i Sverige omfattning och verksamhet",
1963:40,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2251500.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616318,1963:40,"Arbetslöshetsförsäkringen betänkande",
1963:41,https://weburn.kb.se/sou/236/urn-nbn-se-kb-digark-2352034.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-562733,1963:41,"1960 års gymnasieutredning. 3",
1963:42,https://weburn.kb.se/sou/237/urn-nbn-se-kb-digark-2360951.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-562730,1963:42,"1960 års gymnasieutredning. 4",
1963:43,https://weburn.kb.se/sou/238/urn-nbn-se-kb-digark-2375900.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-562734,1963:43,"1960 års gymnasieutredning. 5",
1963:44,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2343708.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-830417,1963:44,"Studiesociala utredningen. 3",
1963:45,https://weburn.kb.se/sou/230/urn-nbn-se-kb-digark-2297431.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616325,1963:45,"Befolkningsutveckling och näringsliv i Jämtlands län grundläggande undersökningar samt förslag till åtgärder : betänkande",
1963:46,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2223634.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616330,1963:46,"Yrkesmedicinska sjukhusenheter behov och organisation : betänkande",
1963:47,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2234186.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616375,1963:47,"Åldringsvårdens läge undersökning",
1963:48,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2229193.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616380,1963:48,"Bättre studiehjälp",
1963:49,https://weburn.kb.se/sou/230/urn-nbn-se-kb-digark-2299665.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616407,1963:49,"Aktiv lokaliseringspolitik Bil. 1,betänkande.",
1963:50,https://weburn.kb.se/sou/240/urn-nbn-se-kb-digark-2391651.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-603074,1963:50,"Fackskolan betänkande",
1963:51,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2229863.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616388,1963:51,"De offentliga tjänstemännens förhandlingsrätt lagförslag",
1963:52,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2326072.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-511142,1963:52,"Om åtgärder mot skatteflykt betänkande",
1963:53,https://weburn.kb.se/sou/239/urn-nbn-se-kb-digark-2389598.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-830416,1963:53,"Studiesociala utredningen. 2",
1963:54,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2231604.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616393,1963:54,"Några valfrågor slutbetänkande",
1963:55,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2274728.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-511041,1963:55,"Reviderat förslag till jordabalk m.m.",
1963:56,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2238038.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1863006,1963:56,"Domstolsväsendet 1,betänkande.",
1963:57,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2232963.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616401,1963:57,"Översättning av Fördrag angående upprättandet av Europeiska kol- och stålgemenskapen.",
1963:58,https://weburn.kb.se/sou/230/urn-nbn-se-kb-digark-2299642.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616406,1963:58,"Aktiv lokaliseringspolitik betänkande",
1963:59,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2236608.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616410,1963:59,"Tillfällig hastighetsbegränsning i motortrafiken under åren 1961 och 1962 betänkande",
1963:60,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2232973.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616419,1963:60,"Svenska handelsflottans krigsförluster under det andra världskriget redogörelse",
1963:61,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2238979.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616423,1963:61,"Organisatoriska åtgärder för rymdverksamhetens främjande",
1963:62,https://weburn.kb.se/sou/220/urn-nbn-se-kb-digark-2199356.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616408,1963:62,"Aktiv lokaliseringspolitik Bil. 2,betänkande.",
1963:63,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2274727.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616564,1963:63,"Utvecklingstendenser i modernt skogsbruk promemoria",
1963:64,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2274737.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616427,1963:64,"Landstingens organisation och arbetsformer m. m. betänkande",
1963:65,https://weburn.kb.se/sou/256/urn-nbn-se-kb-digark-2550577.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626374,1963:65,"Totalförsvarets regionala ledning utdrag ur 1960 års försvarsledningsutrednings betänkande III",
1963:66,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2231863.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616555,1963:66,"Det svenska lantbrukets effektiviseringsvägar undersökning",
1963:67,https://weburn.kb.se/sou/229/urn-nbn-se-kb-digark-2287305.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-526438,1963:67,"Stöd åt ungdomsorganisationernas centrala verksamhet",
1963:68,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2229624.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616432,1963:68,"Fastighetsbildning betänkande",
1963:69,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2274718.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616547,1963:69,"Lokalisering av statlig verksamhet betänkande",
1963:70,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2273730.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-631200,1963:70,"Stadsbyggnadsmässiga konsekvenser av inflyttning av statlig verksamhet promemoria",
1963:71,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2227522.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626327,1963:71,"Skogsvägar",
1963:72,https://weburn.kb.se/sou/222/urn-nbn-se-kb-digark-2218278.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-559651,1963:72,"Nykterhet i trafik. 1",
1963:73,https://weburn.kb.se/sou/266/urn-nbn-se-kb-digark-2654137.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616438,1963:73,"Domar i expropriationsmål 1951-60 redogörelse",
1963:74,https://weburn.kb.se/sou/224/urn-nbn-se-kb-digark-2235125.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-830418,1963:74,"Studiesociala utredningen. 4",
1963:75,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2228609.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616442,1963:75,"Slakt och kastrering av ren jämte andra djurskyddsfrågor betänkande",
1963:76,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2223636.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616560,1963:76,"Högre utbildning och forskning i Umeå huvudbetänkande",
1963:77,https://weburn.kb.se/sou/239/urn-nbn-se-kb-digark-2389583.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-458916,1963:77,"Forskning, undervisning och information inom näringslärans område betänkande",
1963:78,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2223635.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616453,1963:78,"Nya medel för plangenomförande betänkande med förslag till lag om ändring i byggnadslagen m. m.",
1963:79,https://weburn.kb.se/sou/223/urn-nbn-se-kb-digark-2223640.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616458,1963:79,"Nordisk verkställighet av administrativa frihetsberövanden betänkande",
1964:1,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2329877.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-623602,1964:1,"Indexlån D. 1betänkande.",
1964:2,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2329887.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-623603,1964:2,"Indexlån D. 2betänkande.",
1964:3,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2349700.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616622,1964:3,"Konsumtionsmönster på bostadsmarknaden betänkande",
1964:4,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2348362.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616625,1964:4,"Effektivare konsumentupplysning betänkande",
1964:5,https://weburn.kb.se/sou/247/urn-nbn-se-kb-digark-2467260.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-623595,1964:5,"Bättre åldringsvård sjukhem, bostäder, hemhjälp : förslag",
1964:6,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2326071.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8210356,1964:6,"Alkoholreklamen slutbetänkande",
1964:7,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2346024.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616628,1964:7,"Statens skogar och skogsindustrier betänkande med förslag till viss omorganisation",
1964:8,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2348915.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616630,1964:8,"Kapitalutvecklingen i det svenska lantbruket undersökning",
1964:9,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2349280.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-413003,1964:9,"Arbetstidsförkortningens verkningar",
1964:10,https://weburn.kb.se/sou/232/urn-nbn-se-kb-digark-2311208.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-632576,1964:10,"Företagsinteckning förslag",
1964:11,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2346020.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616633,1964:11,"Älgfrågan betänkande",
1964:12,https://weburn.kb.se/sou/232/urn-nbn-se-kb-digark-2319838.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-631198,1964:12,"Veterinärmedicinsk forskning och undervisning D. 2betänkande.",
1964:13,https://weburn.kb.se/sou/234/urn-nbn-se-kb-digark-2333960.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626351,1964:13,"Religionsfrihet",
1964:14,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2349270.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-447970,1964:14,"Svensk namnbok 1964",
1964:15,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2251852.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626341,1964:15,"Utlåtande av Juristkommissionen i Wennerströmaffären.",
1964:16,https://weburn.kb.se/sou/229/urn-nbn-se-kb-digark-2284385.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8210904,1964:16,"Historisk översikt Kyrkobegrepp",
1964:17,https://weburn.kb.se/sou/237/urn-nbn-se-kb-digark-2360235.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616645,1964:17,"Rapport",
1964:18,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2279351.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626340,1964:18,"Översättning av Fördrag angående upprättandet av Europeiska atomenergigemenskapen (Euratom) och tillhörande dokument.",
1964:19,https://weburn.kb.se/sou/258/urn-nbn-se-kb-digark-2572027.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616647,1964:19,"Kommunal skatteutjämning betänkande",
1964:20,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2329836.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-522295,1964:20,"Krigsmaktens förbandssjukvård betänkande 1",
1964:21,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2326073.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616649,1964:21,"Bilskrotning betänkande",
1964:22,https://weburn.kb.se/sou/233/urn-nbn-se-kb-digark-2324330.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616652,1964:22,"Förbud mot utförsel av kulturföremål betänkande med författningsförslag av tillkallad utredningsman [Enar Eckerberg]",
1964:23,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2255738.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616654,1964:23,"Kronhjortsreservat m. m. betänkande",
1964:24,https://weburn.kb.se/sou/228/urn-nbn-se-kb-digark-2270559.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616658,1964:24,"Behandlingsforskning vid ungdomsvårdsskolorna.",
1964:25,https://weburn.kb.se/sou/229/urn-nbn-se-kb-digark-2282690.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616661,1964:25,"Nytt skattesystem förslag",
1964:26,https://weburn.kb.se/sou/226/urn-nbn-se-kb-digark-2251132.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-2526300,1964:26,"Offentliga byggnader 3,Statens byggnadsbesparingsutrednings betänkande.",
1964:27,https://weburn.kb.se/sou/235/urn-nbn-se-kb-digark-2348917.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-568846,1964:27,"Lag om förvaltningsförfarandet Besvärssakkunnigas slutbetänkande",
1964:28,https://weburn.kb.se/sou/231/urn-nbn-se-kb-digark-2300142.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616685,1964:28,"Beräkning av pensionsreserv i pensionsstiftelse 1964 års grunder : rådgivning från Pensionsstiftelseutredningen",
1964:29,https://weburn.kb.se/sou/231/urn-nbn-se-kb-digark-2304010.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616687,1964:29,"Koncernbidrag m. m. betänkande",
1964:30,https://weburn.kb.se/sou/229/urn-nbn-se-kb-digark-2286084.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626347,1964:30,"Kristendomsundervisningen med särskild hänsyn till förhållandet kyrka-stat",
1964:31,https://weburn.kb.se/sou/251/urn-nbn-se-kb-digark-2503781.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-197770,1964:31,"Skadestånd 2,betänkande.",
1964:32,https://weburn.kb.se/sou/230/urn-nbn-se-kb-digark-2293446.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-628850,1964:32,"Förtida tillträde, expropriationskostnad m. m. Expropriationsutredningens betänkande 2",
1964:33,https://weburn.kb.se/sou/293/urn-nbn-se-kb-digark-2921093.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-626339,1964:33,"Översättning av viktigare följdförfattningar till fördragen angående Europeiska ekonomiska gemenskapen och Europeiska kol- och stålgemenskapen.",
1964:34,https://weburn.kb.se/sou/229/urn-nbn-se-kb-digark-2286083.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-616699,1964:34,"Äktenskapsrätt 1,förslag.",
